,tweet_processed,Topics
249,"great to see this momentum with more people getting their covidvaccine booster jabs in london and nationwide 

we still have a way to go in london to cover all those eligible for the booster so please take up your offer as soon as your called lets get readyforwinter ",vaccine
201,join thepeaceful real not rare vaccineinjured dc rally - nov  : pm edt on the supremecourt steps  first st ne washingtondc  vaccine injuries deserve healthcare where there is risk there should be choice  covidvaccine  ,vaccine
250,no spike proteins from covid vaccines are not toxic per the misinformation being spread on social media  educate yourself today spikeprotein covid covid covidvaccine covidmisinformation (article): ,vaccine
252,"i wonder what parents will tell their children if there are long term health problems associated with covid vaccines imagine being so frightened for yourself that you'll risk the future of your  year old child

vaccines covid covidvaccine faucilied ",vaccine
223,ok enough of your b when and where did you receive your covidvaccine covidaccountability ,vaccine
194, navyseals r suing over having  take a covidvaccine im against mandates but the military is a totally different animal id like to know if any of these seals refused any previous shots the military gave i bet they havent i at times ,vaccine
253,if i get the vaccine then die form it can my family sue the manufacturer of the vaccine ndamendment covidvaccine,vaccine
193," brought to you by pfizer smh

you obedient sheeple still dont get it do you unreal covid covidvaccine 

",vaccine
246,"have you got your vaccine yet 
vaccines are available in every county 

register on the the covidvaccine prevents serious illness when one contracts covid than it does without it 
patachanjokaachonjo ",vaccine
206,  vaccines that actually work unlike covidvaccine,vaccine
209,the reason some people wont get vaccinated is very simple no lollipops what child would ever willingly get a shot without a lollipop waiting for them on the other side covidvaccine,vaccine
221,"here's aini aged  and she's had her covid vaccine today at the saddlers centre in walsall thanks to all the amazing nhs staff for taking care of us
 covidvaccine vaccinatebcwb  ",vaccine
230,covid- booster jab all done and dusted covidvaccine boostershots covid,vaccine
214,"the vaccine is the virus

covididiots covid covidvaccine ( ",vaccine
229,"what there are millions of covidvaccine sitting in freezers in canada

certainly not in ontario or we would have heard about it repeatedly 
cdnpoli ",vaccine
228,  thank you for this award more than honored to continue to serve this amazing community   vaccine covidvaccine ,vaccine
231," what there are millions of covidvaccine sitting in freezers in canada

certainly not in ontario or we would have heard about it repeatedly 

oh this isnt  fault you say",vaccine
233,has anyone had the regen-cov treatment amp; the vaccines i started my vaccine then tested positive so immediately got the regen shots getting mixed answers about when i can get my nd vaccine help regencov modernavaccine covidvaccine  monoclonalantibodies vaccineadvice,vaccine
234,to all ontario healthcare  professionals especially nurse in ontario are stillbirths higher than usual since the covidvaccine,vaccine
255,fda says kid-sized pfizer vaccine doses appear highly effective safe  cbc news ,vaccine
1483,i would love to see how mom is doing in hospital while realizing the reasons why thats impossible covid,vaccine
227,shiprock flu amp; covid  vaccine clinic today at shiprock high school all covid rd doses available to those currently approved to receive the rd dose navajonation fluvaccine covidvaccine ,vaccine
1467,well if the bcg vaccine really works for coronavirus then generations of asians born in asia are already protected,vaccine
211,"dash amp; jab

suitably boosted after running leedsabbeydash with rheumrunners for  

thanks all who donated
thank you all at ellandroad vaccination centre for my booster covidvaccine 

ukrunchat runr abbeydash ",vaccine
243,why are all of these healthy people dying from covidvic with the vaccine covidvaccine ,vaccine
244,"covid vaccine shipment with  million doses reaches islamabad
covidvic covid covidvaccine coronaupdate coronaupdate 
 ",vaccine
245,"colombo gampaha kalutara amp; galle districts commence vaccination for ages  and above

for more details visit our interest is your safety 
sunfm covidsl covidvaccine ",vaccine
1462,corona took my last rotation and graduation and has me doing  papers a week praying we free by ramadan and eid,vaccine
236,usnews: the  has confirmed that for purposes of entering the country the us will accept covid- vaccines that are approved or authorized by the us fda or listed for emergency use by the  continue here: covid covidvaccine travel,vaccine
257,todays my birthday celebrated by getting my covidvaccine booster best gift ever ,vaccine
1526,kims hospital delivers healthy baby of covid positive mother,vaccine
213,"and we would be doing even better if everyone was vaccinated
covidvaccine ",vaccine
266,covid booster shots and flu vaccine thanks science boostershots covidvaccine getvaccinated  ,vaccine
216,please support me in my message          for the covidvaccine to be mandatory across all tennis tournaments in  protect fansprotect the sport ,vaccine
286,it finally got me clearly my vaccines didnt work because surely vaccines are meant to prevent transmission according to the anti vaxxers  covid covid antivaxxers antivaxx freedomfighter covidvaccine coviduk vaccine antivax coronaupdate ,vaccine
269,getting my pfizer booster everyone should and if you havent gotten your first covidvaccine you definitely should dont make the mistake of ending up in the hospital boostershots fucktrump ,vaccine
270,modi meets covid vaccine manufacturers narendramodi covidvaccine ,vaccine
1412,the family of a -year-old suspected covid- patient who was declared dead in gujarat and was cremated,vaccine
279,"anti-vaccine activists  are being called to carousel antivaxxers logansrun fafo covidiots covidvaccine
 ",vaccine
274,"had it not been for pm  india would not have been able to administer a billion doses of the covidvaccine i have no doubt in my mind about that - cyrus poonawalla managing directorserum institute india (manufacturer of the covishield vaccine)
vaccinecentury ",vaccine
1404,keep calm and wash hands staysafe and protect others,vaccine
275,"anti-vaccine activists  are being called to carousel antivaxxers logansrun fafo covidiots covidvaccine
 ",vaccine
217,covid- vaccination programme my team and i are ready  reaching out and offering flexibility lets do it  covid covidvaccine boostershots getyourjab askforinfo ,vaccine
278,"had it not been for pm  india would not have been able to administer a billion doses of the covidvaccine i have no doubt in my mind about that - cyrus poonawalla managing directorserum institute india (manufacturer of the covishield vaccine)
vaccinecentury ",vaccine
